# Stock data for GOOGL from 2021-06-20 to 2026-06-20
# Total records: 1255
# Data retrieved on: 2026-06-20 23:11:25

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-30,143.13,144.69,142.9,143.32,24434000,0.0,0.0
2021-08-31,143.87,143.9,143.01,143.43,22448000,0.0,0.0
2021-09-01,143.73,144.97,143.61,143.94,21936000,0.0,0.0
2021-09-02,143.94,144.24,141.93,142.03,32342000,0.0,0.0
2021-09-03,141.82,142.89,141.15,142.48,19850000,0.0,0.0
2021-09-07,142.57,143.29,142.36,143.01,20124000,0.0,0.0
2021-09-08,142.83,143.13,141.74,142.43,18344000,0.0,0.0
2021-09-09,142.58,143.04,141.92,142.28,15314000,0.0,0.0
2021-09-10,142.94,143.45,139.5,139.64,36840000,0.0,0.0
2021-09-13,140.7,141.69,140.01,141.08,22094000,0.0,0.0
2021-09-14,141.74,142.1,140.5,141.29,19674000,0.0,0.0
2021-09-15,141.52,143.18,140.11,143.16,27408000,0.0,0.0
2021-09-16,142.69,143.03,141.15,142.35,26190000,0.0,0.0
2021-09-17,141.77,142.19,139.24,139.56,53384000,0.0,0.0
2021-09-20,136.95,137.78,135.12,137.5,46518000,0.0,0.0
2021-09-21,138.52,138.78,137.06,137.81,25332000,0.0,0.0
2021-09-22,138.08,139.65,137.33,139.05,25056000,0.0,0.0
2021-09-23,139.75,140.45,139.17,139.97,20952000,0.0,0.0
2021-09-24,139.3,141.08,139.01,140.97,22984000,0.0,0.0
2021-09-27,139.57,140.69,138.84,139.83,21882000,0.0,0.0
2021-09-28,137.44,137.87,134.17,134.64,45772000,0.0,0.0
2021-09-29,135.78,135.95,132.69,133.17,30848000,0.0,0.0
2021-09-30,133.08,134.35,132.38,132.5,37996000,0.0,0.0
2021-10-01,133.27,135.71,132.89,135.34,35360000,0.0,0.0
2021-10-04,134.77,134.77,129.9,132.48,51202000,0.0,0.0
2021-10-05,132.86,136.02,132.86,134.83,32404000,0.0,0.0
2021-10-06,133.57,136.54,133.37,136.36,24364000,0.0,0.0
2021-10-07,137.67,138.81,137.43,138.0,25110000,0.0,0.0
2021-10-08,138.35,139.1,137.99,138.56,26526000,0.0,0.0
2021-10-11,138.07,139.48,137.64,137.69,17954000,0.0,0.0
2021-10-12,138.25,138.28,134.57,135.25,36332000,0.0,0.0
2021-10-13,136.19,136.79,135.32,136.37,19654000,0.0,0.0
2021-10-14,138.25,140.1,137.6,139.91,31894000,0.0,0.0
2021-10-15,140.37,140.47,139.52,140.13,30274000,0.0,0.0
2021-10-18,139.84,141.54,139.83,141.52,20396000,0.0,0.0
2021-10-19,142.13,142.4,141.35,141.98,20164000,0.0,0.0
2021-10-20,142.08,142.28,140.13,140.52,23288000,0.0,0.0
2021-10-21,140.52,140.91,139.27,140.64,26292000,0.0,0.0
2021-10-22,137.93,139.35,134.86,136.36,50588000,0.0,0.0
2021-10-25,136.34,136.79,134.23,136.24,34412000,0.0,0.0
2021-10-26,138.04,138.85,137.09,138.08,49236000,0.0,0.0
2021-10-27,138.18,147.34,138.18,144.93,85782000,0.0,0.0
2021-10-28,145.84,145.86,143.36,144.57,36206000,0.0,0.0
2021-10-29,143.8,146.94,143.38,146.74,43320000,0.0,0.0
2021-11-01,146.74,146.74,141.97,142.24,46924000,0.0,0.0
2021-11-02,143.31,145.32,143.07,144.15,33482000,0.0,0.0
2021-11-03,144.62,145.38,143.32,145.31,27494000,0.0,0.0
2021-11-04,145.83,148.42,145.02,146.96,38412000,0.0,0.0
2021-11-05,147.86,149.01,146.89,147.54,38354000,0.0,0.0
2021-11-08,148.51,149.29,147.13,147.72,23052000,0.0,0.0
2021-11-09,147.92,148.52,145.95,147.61,19530000,0.0,0.0
2021-11-10,146.2,146.77,143.27,144.61,29970000,0.0,0.0
2021-11-11,145.2,146.24,144.32,144.49,16518000,0.0,0.0
2021-11-12,145.33,147.54,144.13,147.37,22360000,0.0,0.0
2021-11-15,147.59,148.24,146.28,147.15,23508000,0.0,0.0
2021-11-16,146.85,147.45,146.02,146.58,18904000,0.0,0.0
2021-11-17,146.73,147.25,145.95,146.75,19594000,0.0,0.0
2021-11-18,146.94,149.26,146.58,148.52,35608000,0.0,0.0
2021-11-19,148.66,149.64,147.59,147.62,33682000,0.0,0.0
2021-11-22,148.02,148.51,144.86,145.02,30594000,0.0,0.0
2021-11-23,144.87,145.37,142.85,144.5,27218000,0.0,0.0
2021-11-24,144.19,144.96,143.1,144.84,18040000,0.0,0.0
2021-11-26,143.08,143.29,140.6,140.93,30470000,0.0,0.0
2021-11-29,142.73,145.01,142.63,144.25,32596000,0.0,0.0
2021-11-30,143.73,144.72,140.36,140.65,42068000,0.0,0.0
2021-12-01,142.73,144.67,139.67,139.81,34020000,0.0,0.0
2021-12-02,140.01,142.6,138.98,141.71,29194000,0.0,0.0
2021-12-03,142.42,143.13,139.07,140.75,41230000,0.0,0.0
2021-12-06,141.78,142.59,138.92,141.9,30618000,0.0,0.0
2021-12-07,144.32,146.23,143.95,145.98,32240000,0.0,0.0
2021-12-08,146.3,147.09,145.12,146.88,24270000,0.0,0.0
2021-12-09,146.29,147.79,145.82,146.34,23270000,0.0,0.0
2021-12-10,147.39,147.67,145.41,146.7,24458000,0.0,0.0
2021-12-13,146.48,146.67,144.24,144.54,27070000,0.0,0.0
2021-12-14,142.7,143.21,139.97,142.64,38446000,0.0,0.0
2021-12-15,142.15,145.43,140.43,145.15,36370000,0.0,0.0
2021-12-16,145.88,146.38,142.34,143.18,33650000,0.0,0.0
2021-12-17,141.25,142.57,140.06,140.48,50416000,0.0,0.0
2021-12-20,138.77,140.53,138.1,140.36,27192000,0.0,0.0
2021-12-21,140.8,142.6,139.27,142.21,28756000,0.0,0.0
2021-12-22,141.81,145.21,141.81,145.13,26322000,0.0,0.0
2021-12-23,145.21,146.94,145.16,145.63,26384000,0.0,0.0
2021-12-27,145.96,147.04,145.88,146.61,15976000,0.0,0.0
2021-12-28,146.93,147.0,144.77,145.4,18200000,0.0,0.0
2021-12-29,145.36,146.12,144.37,145.37,17788000,0.0,0.0
2021-12-30,145.4,146.01,144.71,144.92,15688000,0.0,0.0
2021-12-31,144.77,145.41,143.58,143.58,18136000,0.0,0.0
2022-01-03,143.78,144.57,142.45,143.72,28646000,0.0,0.0
2022-01-04,144.12,145.2,142.45,143.13,28400000,0.0,0.0
2022-01-05,143.15,143.23,136.48,136.56,54618000,0.0,0.0
2022-01-06,135.79,138.71,135.36,136.54,37348000,0.0,0.0
2022-01-07,136.93,137.23,134.57,135.81,29760000,0.0,0.0
2022-01-10,133.89,137.6,131.99,137.45,44408000,0.0,0.0
2022-01-11,136.79,138.98,135.49,138.51,28730000,0.0,0.0
2022-01-12,139.91,141.35,139.46,140.19,26108000,0.0,0.0
2022-01-13,140.3,141.59,137.19,137.37,31436000,0.0,0.0
2022-01-14,135.87,139.5,135.79,138.25,29662000,0.0,0.0
2022-01-18,134.98,135.93,134.25,134.8,34872000,0.0,0.0
2022-01-19,135.32,136.75,133.83,133.93,28648000,0.0,0.0
2022-01-20,135.05,136.42,131.8,132.14,29908000,0.0,0.0
2022-01-21,131.43,133.68,128.94,129.21,55652000,0.0,0.0
2022-01-24,124.87,130.05,123.41,129.65,76622000,0.0,0.0
2022-01-25,127.61,128.26,125.39,125.82,46960000,0.0,0.0
2022-01-26,129.97,131.83,126.02,128.1,49130000,0.0,0.0
2022-01-27,130.15,131.49,127.8,127.87,31950000,0.0,0.0
2022-01-28,128.52,132.18,127.36,132.18,34362000,0.0,0.0
2022-01-31,132.98,134.28,131.05,134.11,39986000,0.0,0.0
2022-02-01,136.39,136.58,133.19,136.43,68644000,0.0,0.0
2022-02-02,149.92,150.21,144.24,146.7,123200000,0.0,0.0
